Host Response Rate;Host Listings Count;Host Total Listings Count;Zipcode;Latitude;Longitude;Accommodates;Bathrooms;Bedrooms;Beds;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Calculated host listings count;Reviews per Month;Host Since in Days;First Review in Days;Entire home/apt;Private room;Shared room;Square Meters
91.0;16.0;16.0;28013.0;40.41870627351156;-3.703201268728432;4;1.0;1.0;2.0;;105.0;;;199.0;35.0;2;9;4;1125;0;0;3;278;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.18;1339.0;11.0;1;0;0;
100.0;1.0;1.0;28008.0;40.43149733478091;-3.7178441880107336;3;1.0;1.0;1.0;;70.0;;;;;2;40;1;4;4;8;18;18;11;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;2.36;159.0;119.0;1;0;0;
100.0;1.0;1.0;28012.0;40.40904946840908;-3.704428541442399;4;1.0;2.0;3.0;;60.0;;;150.0;45.0;1;0;4;1125;14;44;74;164;8;95.0;9.0;10.0;10.0;10.0;8.0;9.0;1.0;1.19;1608.0;89.0;1;0;0;
;1.0;1.0;28004.0;40.426755744023374;-3.70473123146603;2;1.0;1.0;1.0;;45.0;300.0;;;15.0;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;1272.0;;0;1;0;
;2.0;2.0;28017.0;40.42381034319044;-3.657539858695669;2;1.0;1.0;1.0;;37.0;;;;;1;0;2;1125;29;59;89;364;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;2.0;0.06;505.0;0.0;0;1;0;
0.0;1.0;1.0;28015.0;40.436026947776426;-3.7079666616460063;1;0.5;1.0;1.0;;28.0;;;;;1;0;1;3;22;52;82;83;6;92.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;1.01;1365.0;37.0;0;1;0;
100.0;1.0;1.0;28024.0;40.398926913041535;-3.775235386668484;6;1.0;3.0;4.0;;46.0;;;174.0;;3;13;2;365;1;10;28;232;18;93.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;1.33;468.0;379.0;1;0;0;
100.0;11.0;11.0;28005.0;40.40901134000833;-3.7112225444414144;6;1.0;2.0;3.0;;79.0;;;;20.0;2;10;1;1125;10;25;25;26;67;91.0;9.0;10.0;10.0;10.0;10.0;9.0;11.0;7.2;555.0;266.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42252284042412;-3.7034124752893023;3;1.0;1.0;2.0;;55.0;350.0;1199.0;;15.0;2;15;2;60;9;24;29;304;89;93.0;10.0;9.0;9.0;9.0;10.0;9.0;1.0;2.39;1303.0;1084.0;1;0;0;
100.0;1.0;1.0;28055.0;40.47927775029858;-3.6291557449078495;2;1.0;1.0;1.0;;130.0;500.0;1900.0;;;1;0;1;1125;20;47;77;346;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.16;604.0;0.0;0;1;0;
100.0;1.0;1.0;28021.0;40.34171273310869;-3.687299501380759;5;1.0;2.0;5.0;;53.0;;;;20.0;1;0;3;1125;8;14;31;107;30;95.0;9.0;10.0;10.0;10.0;8.0;9.0;1.0;5.33;677.0;166.0;1;0;0;
100.0;1.0;1.0;28033.0;40.48202279226963;-3.6627798039363233;2;1.0;1.0;1.0;;50.0;;;;;1;0;1;1125;30;60;90;180;1;100.0;10.0;10.0;10.0;10.0;6.0;10.0;1.0;0.71;74.0;0.0;0;1;0;
100.0;10.0;10.0;28004.0;40.428169282676805;-3.694435142468578;1;6.0;1.0;1.0;;45.0;300.0;1150.0;;;1;45;1;1125;0;0;0;97;0;;;;;;;;10.0;;1184.0;;0;1;0;
100.0;1.0;1.0;28004.0;40.42062583942939;-3.705045589702362;1;1.0;1.0;1.0;;26.0;;;;5.0;1;0;1;1125;5;5;13;14;79;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.51;526.0;503.0;0;1;0;
100.0;2.0;2.0;28011.0;40.4073668660685;-3.733022762434722;4;1.0;1.0;1.0;;50.0;290.0;1000.0;100.0;25.0;3;10;2;1125;6;10;35;35;33;87.0;9.0;9.0;9.0;9.0;8.0;9.0;1.0;1.7;943.0;364.0;1;0;0;
100.0;2.0;2.0;28042.0;40.47564475303093;-3.601166119922364;2;1.0;1.0;1.0;;35.0;;;;;1;16;1;1125;21;49;79;80;27;97.0;10.0;10.0;10.0;10.0;9.0;10.0;2.0;4.74;199.0;130.0;0;1;0;
100.0;1.0;1.0;28012.0;40.41105130156505;-3.6988211808053615;3;2.0;2.0;2.0;;160.0;;;500.0;40.0;1;0;4;1125;19;49;79;169;16;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.18;1173.0;233.0;1;0;0;
100.0;1.0;1.0;28006.0;40.42774386657507;-3.6745645151225954;3;1.0;2.0;2.0;969.0;94.0;;;200.0;30.0;1;0;2;1125;1;5;9;204;67;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.33;2020.0;454.0;1;0;0;90.02300699999999
94.0;51.0;51.0;28014.0;40.4106213827138;-3.693793520977079;4;1.0;2.0;3.0;;101.0;546.0;2180.0;200.0;48.0;2;15;4;365;6;17;36;279;13;86.0;8.0;10.0;10.0;10.0;10.0;9.0;51.0;0.68;1971.0;501.0;1;0;0;
100.0;1.0;1.0;28012.0;40.409123519157646;-3.700638311235356;4;1.0;2.0;2.0;474.0;46.0;;;100.0;;1;12;1;1125;2;8;13;274;352;93.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;6.45;1847.0;1633.0;1;0;0;44.036022
100.0;3.0;3.0;28004.0;40.42295486565564;-3.702673618882963;7;3.0;3.0;4.0;;190.0;;;300.0;49.0;4;30;3;1125;0;14;37;123;17;98.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;1.76;346.0;212.0;1;0;0;
0.0;1.0;1.0;;40.42818655842135;-3.7061497375758496;1;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;30;60;90;365;0;;;;;;;;1.0;;744.0;;0;1;0;
;1.0;1.0;;40.4033403367161;-3.696492964707347;3;;1.0;2.0;;30.0;200.0;500.0;;;1;15;1;60;30;60;90;365;30;84.0;9.0;9.0;9.0;9.0;9.0;9.0;1.0;0.9;1880.0;689.0;0;1;0;
20.0;1.0;1.0;28012.0;40.414925485033294;-3.703768668706629;2;0.5;1.0;2.0;;35.0;;;;;1;0;1;30;22;52;82;357;4;60.0;6.0;7.0;9.0;7.0;9.0;7.0;1.0;0.13;1005.0;331.0;0;1;0;
75.0;1.0;1.0;28012.0;40.40764226852723;-3.701494431373964;2;1.0;0.0;1.0;;50.0;350.0;1000.0;;;2;20;2;90;0;0;0;0;48;92.0;9.0;9.0;9.0;9.0;9.0;9.0;1.0;1.81;854.0;783.0;1;0;0;
100.0;8.0;8.0;28013.0;40.41889804390298;-3.703256752811337;2;1.0;1.0;1.0;;42.0;;;;;1;0;2;31;0;0;0;0;31;98.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;5.74;228.0;145.0;0;1;0;
100.0;1.0;1.0;28004.0;40.42339567249424;-3.704196856589593;2;1.0;1.0;1.0;;38.0;;;;;1;0;1;7;2;2;2;99;0;;;;;;;;1.0;;554.0;;0;1;0;
100.0;3.0;3.0;28004.0;40.42498846597062;-3.702364284991849;4;2.0;2.0;2.0;;110.0;;;300.0;55.0;1;0;3;1125;6;16;26;270;17;98.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;2.48;654.0;192.0;1;0;0;
100.0;5.0;5.0;28004.0;40.42454100098144;-3.7046449923609632;4;1.0;1.0;3.0;;62.0;450.0;2000.0;;20.0;1;0;1;1125;0;0;6;281;3;67.0;6.0;7.0;9.0;9.0;10.0;7.0;5.0;0.18;2088.0;198.0;0;1;0;
100.0;8.0;8.0;28014.0;40.414950024266005;-3.697168336411749;14;3.0;4.0;11.0;;450.0;;;200.0;50.0;8;25;2;1125;0;0;2;241;30;87.0;9.0;9.0;9.0;9.0;10.0;9.0;8.0;0.71;1671.0;967.0;1;0;0;
100.0;1.0;1.0;28013.0;40.41826419624051;-3.7082581103498313;2;1.0;1.0;1.0;;38.0;;;;;1;0;1;1125;16;38;58;309;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.47;754.0;312.0;0;1;0;
100.0;1.0;1.0;28004.0;40.42672785891684;-3.703921136721228;1;0.0;1.0;1.0;;27.0;;;;;1;0;3;1125;22;52;82;357;18;92.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;0.97;569.0;532.0;0;1;0;
100.0;32.0;32.0;28008.0;40.42565519489901;-3.715941797152949;6;3.0;5.0;9.0;;23.0;140.0;450.0;100.0;20.0;1;22;5;1555;30;60;90;365;2;90.0;6.0;7.0;6.0;10.0;9.0;7.0;25.0;0.06;1886.0;683.0;0;1;0;
100.0;6.0;6.0;28014.0;40.41303814261311;-3.696389772954122;1;1.0;1.0;1.0;;47.0;;;290.0;49.0;1;19;2;6;28;58;88;363;12;95.0;10.0;10.0;9.0;10.0;10.0;9.0;4.0;1.1;528.0;284.0;0;1;0;
;1.0;1.0;28003.0;40.44410701089731;-3.699708476149676;7;2.0;3.0;4.0;;160.0;;;300.0;120.0;1;0;4;90;0;0;9;65;0;;;;;;;;1.0;;35.0;;1;0;0;
;1.0;1.0;28020.0;40.45170924475049;-3.700648364735498;2;2.0;1.0;1.0;;39.0;219.0;389.0;;;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.06;818.0;0.0;0;1;0;
100.0;6.0;6.0;28053.0;40.3968809073421;-3.669204723208686;4;1.0;1.0;3.0;;29.0;;;150.0;35.0;2;10;2;1125;1;4;7;97;0;;;;;;;;5.0;;1011.0;;1;0;0;
100.0;4.0;4.0;28013.0;40.41901192917653;-3.7054673977160055;6;1.0;2.0;2.0;;120.0;;2890.0;;40.0;4;15;2;1125;17;29;58;333;55;86.0;9.0;8.0;9.0;9.0;10.0;9.0;3.0;1.86;1376.0;869.0;1;0;0;
100.0;3.0;3.0;28003.0;40.43921788449556;-3.695705872506157;3;1.0;1.0;2.0;;70.0;;;;;1;0;2;1125;5;24;46;128;20;89.0;9.0;10.0;10.0;10.0;10.0;9.0;3.0;3.3;476.0;178.0;1;0;0;
100.0;1.0;1.0;28047.0;40.39248382830738;-3.752992609605362;1;1.0;1.0;1.0;;16.0;;;;;1;0;1;30;13;20;42;107;2;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;0.38;219.0;90.0;0;1;0;
100.0;14.0;14.0;28004.0;40.42074968059124;-3.698747904987748;4;1.0;1.0;2.0;;500.0;;;;;3;15;1;999;12;24;54;94;6;93.0;10.0;10.0;10.0;9.0;10.0;9.0;8.0;0.18;1698.0;740.0;1;0;0;
;1.0;1.0;28045.0;40.406233848713846;-3.692989462323367;4;1.0;2.0;4.0;;48.0;;;;6.0;2;6;1;1125;0;0;0;0;9;62.0;7.0;7.0;9.0;9.0;10.0;7.0;1.0;0.7;394.0;33.0;1;0;0;
100.0;5.0;5.0;28004.0;40.42265850264119;-3.70785151605774;4;1.0;1.0;2.0;;95.0;600.0;2300.0;150.0;30.0;2;10;3;1125;3;8;23;238;86;100.0;10.0;10.0;10.0;10.0;10.0;10.0;4.0;4.44;824.0;572.0;1;0;0;
100.0;1.0;1.0;28005.0;40.41200235688183;-3.718491095101183;1;1.0;1.0;1.0;;35.0;;;;15.0;1;0;15;1125;5;30;60;335;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.07;450.0;0.0;0;1;0;
100.0;3.0;3.0;28004.0;40.423948967115095;-3.697158468655697;2;1.0;1.0;1.0;;30.0;;;;11.0;1;10;1;1125;0;16;46;46;1;100.0;10.0;10.0;10.0;10.0;10.0;6.0;3.0;0.71;474.0;0.0;0;1;0;
100.0;7.0;7.0;28004.0;40.42137176389445;-3.6999505935604433;4;1.0;1.0;2.0;;59.0;349.0;1099.0;;15.0;2;8;1;365;2;2;18;268;78;76.0;8.0;8.0;8.0;8.0;9.0;8.0;6.0;3.28;1784.0;696.0;1;0;0;
100.0;2.0;2.0;28004.0;40.42400138897286;-3.705681591237143;2;1.0;1.0;1.0;;60.0;;;;20.0;1;0;2;1125;10;40;64;283;0;;;;;;;;2.0;;219.0;;1;0;0;
100.0;1.0;1.0;28017.0;40.4305077266914;-3.653637646578572;2;1.0;1.0;1.0;;20.0;;;200.0;8.0;1;0;1;1125;0;0;0;0;3;90.0;10.0;10.0;10.0;7.0;8.0;10.0;1.0;2.2;449.0;28.0;0;1;0;
97.0;4.0;4.0;28004.0;40.421551631581;-3.7005909990154073;2;2.0;1.0;1.0;;40.0;;;;10.0;1;0;2;1125;9;34;64;65;18;94.0;9.0;10.0;10.0;10.0;10.0;10.0;4.0;2.78;213.0;191.0;0;1;0;
50.0;1.0;1.0;28012.0;40.41062886169782;-3.698721829449892;5;1.0;2.0;2.0;;125.0;;;;;1;0;1;1125;20;49;79;354;21;87.0;9.0;8.0;9.0;9.0;9.0;8.0;1.0;1.55;451.0;252.0;1;0;0;
100.0;3.0;3.0;28006.0;40.45668345042375;-3.678361567282904;2;1.0;1.0;2.0;;55.0;;;;;1;0;2;1125;0;20;41;291;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;0.47;1498.0;66.0;0;1;0;
;4.0;4.0;28004.0;40.4259690637041;-3.699793095832515;1;1.0;1.0;1.0;;65.0;;;;;1;0;1;1125;0;0;0;97;10;86.0;9.0;9.0;9.0;9.0;9.0;9.0;4.0;0.74;627.0;178.0;0;1;0;
100.0;20.0;20.0;28012.0;40.40953343437864;-3.7028598171607374;4;1.0;0.0;2.0;;50.0;299.0;;;20.0;2;8;3;90;5;22;52;327;59;90.0;9.0;10.0;10.0;10.0;9.0;9.0;20.0;2.08;1502.0;820.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42352077438099;-3.704023164300215;2;1.0;1.0;1.0;;29.0;;;;5.0;1;0;1;1125;2;8;38;38;0;;;;;;;;1.0;;37.0;;0;1;0;
100.0;8.0;8.0;28012.0;40.41276203021738;-3.703448435513578;2;1.0;1.0;2.0;;45.0;;;100.0;20.0;2;0;2;1125;3;20;50;325;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;0.86;1727.0;114.0;1;0;0;
100.0;2.0;2.0;28004.0;40.42329458979167;-3.696236156477597;2;1.0;1.0;1.0;;60.0;;;150.0;30.0;1;0;3;30;4;7;14;279;112;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.16;1589.0;1546.0;1;0;0;
90.0;1.0;1.0;28015.0;40.42460791783681;-3.70677881671551;2;1.0;1.0;2.0;;35.0;;;;;1;0;1;1125;0;5;19;106;3;100.0;9.0;9.0;10.0;10.0;10.0;10.0;1.0;1.17;97.0;14.0;0;1;0;
;1.0;1.0;28007.0;40.40530584974262;-3.676445738107765;4;1.0;2.0;2.0;;80.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;302.0;;1;0;0;
100.0;16.0;16.0;28014.0;40.414059795622926;-3.6963238411234793;4;1.0;0.0;2.0;;82.0;;;150.0;49.0;2;15;2;1125;10;23;29;240;6;97.0;9.0;10.0;10.0;10.0;9.0;9.0;9.0;1.08;180.0;45.0;1;0;0;
100.0;1.0;1.0;28012.0;40.41564884877723;-3.702654051267985;2;1.0;0.0;1.0;;48.0;315.0;781.0;150.0;20.0;1;0;2;1125;5;15;25;109;61;84.0;9.0;9.0;9.0;10.0;10.0;9.0;1.0;1.95;967.0;917.0;1;0;0;
100.0;2.0;2.0;28007.0;40.40507959694111;-3.677944781111679;4;1.0;2.0;2.0;;80.0;;;;6.0;1;0;2;1125;9;39;69;69;2;90.0;10.0;9.0;10.0;10.0;10.0;9.0;2.0;0.38;591.0;61.0;1;0;0;
100.0;1.0;1.0;28007.0;40.41119283257397;-3.669121235217778;2;1.0;1.0;2.0;;30.0;;;;;1;0;2;30;25;55;85;360;3;100.0;10.0;10.0;10.0;9.0;10.0;10.0;1.0;1.17;184.0;36.0;0;1;0;
;1.0;1.0;28009.0;40.422754404470695;-3.678204466895731;10;6.0;1.0;10.0;;35.0;;;150.0;;1;0;5;1125;30;60;90;90;0;;;;;;;;1.0;;361.0;;0;0;1;
79.0;2.0;2.0;28012.0;40.41009315660919;-3.706216182145381;4;1.0;1.0;1.0;;55.0;;;;20.0;1;0;2;1125;2;27;54;329;27;84.0;9.0;8.0;9.0;9.0;10.0;8.0;2.0;2.2;480.0;348.0;1;0;0;
80.0;1.0;1.0;28045.0;40.40088632466496;-3.6932938276445726;4;1.0;2.0;3.0;;145.0;930.0;;;25.0;1;0;1;1125;0;0;0;153;13;97.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;0.57;1627.0;419.0;1;0;0;
100.0;3.0;3.0;28013.0;40.42011313801967;-3.704536264951829;3;1.0;1.0;1.0;;65.0;;;;;1;20;1;1125;13;43;69;344;22;89.0;10.0;9.0;9.0;9.0;10.0;9.0;1.0;2.04;360.0;147.0;1;0;0;
90.0;1.0;1.0;28009.0;40.42483679580143;-3.67292644961305;2;1.0;1.0;1.0;;42.0;;;100.0;30.0;1;0;5;90;0;29;59;149;2;60.0;7.0;8.0;5.0;6.0;9.0;5.0;1.0;1.33;101.0;24.0;1;0;0;
;1.0;1.0;28001.0;40.42539332298441;-3.677725828842034;4;2.0;2.0;2.0;;50.0;;;;20.0;1;0;2;30;0;0;0;0;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;0.26;1546.0;7.0;1;0;0;
100.0;40.0;40.0;28036.0;40.45797224272684;-3.6869186580143527;3;1.0;1.0;3.0;;120.0;;;200.0;50.0;2;20;7;1125;3;3;30;305;1;80.0;8.0;10.0;10.0;10.0;10.0;8.0;40.0;0.75;1900.0;0.0;1;0;0;
100.0;4.0;4.0;28007.0;40.40398461954629;-3.681529442888404;1;3.0;1.0;1.0;;28.0;;;100.0;5.0;1;0;3;40;0;6;36;126;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;4.0;0.16;263.0;0.0;0;1;0;
100.0;3.0;3.0;28004.0;40.420072343237806;-3.698637008084319;2;1.0;1.0;1.0;;74.0;500.0;1850.0;150.0;20.0;1;0;1;1125;8;32;55;149;53;90.0;9.0;9.0;9.0;10.0;10.0;9.0;3.0;2.17;1836.0;710.0;1;0;0;
100.0;3.0;3.0;28004.0;40.42169898845397;-3.7003643723698247;5;1.0;3.0;3.0;861.0;70.0;515.0;1900.0;100.0;15.0;1;10;2;1125;2;6;9;231;228;90.0;9.0;9.0;10.0;10.0;10.0;9.0;3.0;5.23;1857.0;1293.0;1;0;0;79.98948299999999
100.0;4.0;4.0;28002.0;40.446584108165794;-3.6803783175121976;2;1.0;1.0;1.0;;35.0;;;;;1;0;2;90;0;0;6;281;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;0.07;631.0;296.0;0;1;0;
89.0;8.0;8.0;28014.0;40.415776576369886;-3.7027350438651294;4;1.0;1.0;2.0;;75.0;;;100.0;;2;10;2;1125;11;38;67;342;7;80.0;8.0;8.0;9.0;8.0;8.0;8.0;7.0;0.55;2213.0;211.0;1;0;0;
100.0;1.0;1.0;28012.0;40.41212706774196;-3.701179515121553;4;1.0;1.0;1.0;;55.0;;;250.0;25.0;2;10;3;1125;9;32;52;143;8;100.0;9.0;9.0;10.0;9.0;9.0;9.0;1.0;3.43;925.0;49.0;1;0;0;
100.0;2.0;2.0;28010.0;40.43453264595555;-3.7021231256718936;1;1.5;1.0;1.0;;21.0;;;;;1;0;1;1125;15;31;40;130;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;2.0;87.0;2.0;0;1;0;
100.0;3.0;3.0;28013.0;40.41909502091307;-3.7109805068441992;4;1.0;2.0;3.0;;85.0;;;200.0;32.0;2;20;3;1125;6;12;18;80;27;99.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;4.38;233.0;179.0;1;0;0;
13.0;1.0;1.0;28005.0;40.402704416147074;-3.703142795712122;2;1.0;2.0;1.0;;75.0;;;;;1;0;3;15;27;57;87;87;0;;;;;;;;1.0;;170.0;;1;0;0;
100.0;12.0;12.0;;40.41499592857792;-3.7069224585588;4;0.0;1.0;4.0;;24.0;;;;;1;24;1;1125;27;57;87;362;26;92.0;9.0;9.0;9.0;9.0;10.0;9.0;12.0;0.75;1193.0;726.0;0;0;1;
100.0;1.0;1.0;28012.0;40.40699769720104;-3.6969635114369312;2;1.0;1.0;1.0;;55.0;;;;15.0;1;0;2;1125;2;5;9;9;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;3.0;1380.0;8.0;1;0;0;
100.0;39.0;39.0;28009.0;40.42603092023528;-3.6746602234826655;7;2.0;2.0;3.0;;200.0;;;100.0;60.0;4;30;2;1125;7;30;55;64;59;97.0;10.0;10.0;10.0;10.0;10.0;9.0;18.0;2.91;1156.0;541.0;1;0;0;
100.0;2.0;2.0;28004.0;40.421587491914586;-3.6994206380714703;1;1.0;1.0;1.0;;42.0;;;;;1;0;1;1125;16;45;45;45;0;;;;;;;;2.0;;276.0;;0;1;0;
100.0;68.0;68.0;28036.0;40.46172010082459;-3.684448235658361;4;2.0;2.0;3.0;;254.0;;;;250.0;1;0;30;1125;0;30;60;335;0;;;;;;;;39.0;;712.0;;1;0;0;
;1.0;1.0;28005.0;40.40361697797056;-3.718144298981349;2;1.0;0.0;1.0;;40.0;;;;30.0;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.1;295.0;0.0;1;0;0;
96.0;39.0;39.0;28014.0;40.410627162266536;-3.6938967646039553;2;1.0;0.0;1.0;;89.0;;;;;1;0;1;1125;15;44;74;349;0;;;;;;;;29.0;;239.0;;1;0;0;
100.0;20.0;20.0;28005.0;40.40989805431663;-3.710947970973952;4;1.0;1.0;1.0;;100.0;;;300.0;30.0;2;12;1;1125;12;35;56;330;0;;;;;;;;9.0;;650.0;;1;0;0;
100.0;1.0;1.0;28008.0;40.42168271622573;-3.718792659772528;2;1.0;1.0;1.0;;59.0;;;85.0;;2;10;2;1125;2;15;27;262;30;97.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;2.14;430.0;417.0;1;0;0;
96.0;39.0;39.0;28014.0;40.41049443492382;-3.6942968183488114;4;1.0;0.0;3.0;;89.0;;;;;1;0;1;1125;9;28;49;324;0;;;;;;;;29.0;;239.0;;1;0;0;
75.0;164.0;164.0;28004.0;40.4229612325428;-3.700501676822476;4;2.5;1.0;2.0;;120.0;;2000.0;200.0;50.0;2;10;2;1125;8;35;58;333;3;80.0;10.0;8.0;10.0;7.0;10.0;8.0;145.0;0.19;932.0;284.0;1;0;0;
100.0;1.0;1.0;28037.0;40.43743570464132;-3.6246402634930295;4;1.5;2.0;2.0;;58.0;;;250.0;22.0;2;9;2;1125;5;21;51;52;21;92.0;10.0;9.0;10.0;9.0;9.0;9.0;1.0;1.27;1030.0;405.0;1;0;0;
;1.0;1.0;28013.0;40.41889021611284;-3.706796223562956;2;2.0;1.0;1.0;;40.0;;;;;1;10;1;1125;0;0;0;0;2;90.0;10.0;8.0;10.0;10.0;10.0;9.0;1.0;0.09;851.0;49.0;0;1;0;
100.0;1.0;1.0;28012.0;40.41548731210353;-3.707171479010555;6;3.0;3.0;6.0;;240.0;;;200.0;45.0;1;0;2;1125;3;15;24;259;8;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;5.0;271.0;45.0;1;0;0;
100.0;4.0;4.0;;40.42143411493493;-3.699052287789333;2;1.0;;;;28.0;;;;10.0;1;10;1;1125;5;24;51;326;12;87.0;10.0;9.0;10.0;10.0;10.0;9.0;4.0;4.29;106.0;68.0;0;1;0;
100.0;3.0;3.0;28045.0;40.39999778276593;-3.695441424375548;3;1.0;1.0;2.0;;34.0;;;95.0;20.0;2;10;2;1125;0;0;16;112;5;88.0;9.0;10.0;10.0;10.0;10.0;10.0;3.0;1.81;520.0;48.0;1;0;0;
100.0;5.0;5.0;28016.0;40.459460338170985;-3.680481431678746;3;2.0;2.0;1.0;;74.0;;;150.0;50.0;1;0;7;100;0;0;0;0;0;;;;;;;;4.0;;1408.0;;1;0;0;
100.0;1.0;1.0;28017.0;40.429824768175216;-3.642413162724529;7;1.0;3.0;4.0;;80.0;;;300.0;50.0;6;9;2;1125;3;10;32;282;28;93.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;1.84;485.0;442.0;1;0;0;
100.0;10.0;10.0;28010.0;40.43088564695415;-3.6961680321086496;4;1.0;1.0;4.0;;49.0;;;150.0;;2;10;3;1125;0;0;4;256;10;91.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;0.53;2115.0;385.0;1;0;0;
100.0;1.0;1.0;28010.0;40.435811709119626;-3.701265364480757;2;1.0;1.0;1.0;;40.0;;;;;1;0;1;1125;0;0;0;12;0;;;;;;;;1.0;;12.0;;0;1;0;
100.0;6.0;6.0;28002.0;40.44333930425931;-3.672007929628727;2;1.0;1.0;1.0;;40.0;;;;20.0;1;0;5;10;28;58;88;88;0;;;;;;;;2.0;;1507.0;;0;1;0;
100.0;1.0;1.0;28009.0;40.41726526961101;-3.67374472172008;3;2.0;4.0;3.0;;40.0;;;;;1;20;1;1125;1;18;48;138;0;;;;;;;;1.0;;316.0;;0;1;0;
100.0;2.0;2.0;28017.0;40.42838774304042;-3.642868982268177;1;1.0;1.0;1.0;;15.0;;;;;1;0;1;1125;0;0;6;281;17;88.0;10.0;9.0;10.0;10.0;9.0;9.0;2.0;2.48;281.0;153.0;0;1;0;
100.0;1.0;1.0;;40.43596993108998;-3.71240456973;1;1.0;;;;26.0;;;;;1;0;1;1125;10;40;70;70;0;;;;;;;;1.0;;67.0;;0;1;0;
100.0;2.0;2.0;28007.0;40.40300786289822;-3.6734188558120935;2;1.0;0.0;1.0;;41.0;;;;;1;0;1;1125;10;28;52;327;19;86.0;9.0;9.0;10.0;10.0;9.0;9.0;2.0;9.05;194.0;59.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42179837856444;-3.7024602428707287;4;1.0;1.0;2.0;;65.0;400.0;1350.0;300.0;25.0;2;7;2;1125;4;16;36;265;53;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.35;483.0;472.0;1;0;0;
100.0;2.0;2.0;28045.0;40.40282779054159;-3.6973293342341904;2;1.0;1.0;1.0;;25.0;;;;5.0;1;0;1;1125;8;24;43;313;24;98.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;6.92;301.0;98.0;0;1;0;
100.0;32.0;32.0;28039.0;40.465066440407895;-3.700632459457729;4;1.0;1.0;2.0;;74.0;;;200.0;;1;0;4;180;28;58;88;158;0;;;;;;;;29.0;;410.0;;1;0;0;
100.0;1.0;1.0;28005.0;40.41357470614389;-3.7079677989698094;2;1.0;1.0;1.0;;30.0;;;;;1;0;2;1125;5;24;54;329;17;89.0;9.0;8.0;9.0;9.0;10.0;9.0;1.0;2.62;327.0;157.0;0;1;0;
100.0;2.0;2.0;28003.0;40.441492852413646;-3.7056082567087016;3;1.0;2.0;2.0;;55.0;;;;;1;0;2;6;0;0;0;216;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;2.0;1.0;297.0;0.0;1;0;0;
100.0;2.0;2.0;28012.0;40.40992605509389;-3.70240875929516;2;1.0;1.0;1.0;;70.0;400.0;1500.0;200.0;;2;20;3;30;8;8;8;199;5;100.0;10.0;10.0;10.0;10.0;9.0;10.0;2.0;0.2;1271.0;572.0;0;1;0;
